消費年月,縣市名稱,產業類別,交易筆數,交易金額,客單價
2021年5月,桃園市,文教康樂,1595781,1982439417,1242.3
2021年5月,桃園市,百貨,3649681,5443839626,1491.59
2021年5月,桃園市,其他,3313271,9385734078,2832.77
2021年5月,新竹縣,食,988129,505891202,511.97
2021年5月,新竹縣,衣,63381,173521998,2737.76
2021年5月,新竹縣,住,110963,428529846,3861.92
2021年5月,新竹縣,行,521252,540114477,1036.19
2021年5月,新竹縣,文教康樂,425391,556940373,1309.24
2021年5月,新竹縣,百貨,1025958,1480823933,1443.36
2021年5月,新竹縣,其他,898585,3447961871,3837.1
2021年5月,新竹市,食,1010302,505757570,500.6
2021年5月,新竹市,衣,59079,150232604,2542.91
2021年5月,新竹市,住,110375,405234213,3671.43
2021年5月,新竹市,行,456700,433936170,950.16
2021年5月,新竹市,文教康樂,413291,562393925,1360.77
2021年5月,新竹市,百貨,1069387,1585907785,1483.01
2021年5月,新竹市,其他,847574,4213032541,4970.7
2021年5月,苗栗縣,食,471764,227335871,481.88
2021年5月,苗栗縣,衣,39924,97349851,2438.38
2021年5月,苗栗縣,住,63267,236760002,3742.24
2021年5月,苗栗縣,行,395952,392752093,991.92
2021年5月,苗栗縣,文教康樂,265286,296772585,1118.69
2021年5月,苗栗縣,百貨,542732,721373277,1329.15
2021年5月,苗栗縣,其他,577221,1454750860,2520.27
2021年5月,臺中市,食,4349939,2395435514,550.68
2021年5月,臺中市,衣,312506,790654737,2530.05
2021年5月,臺中市,住,528538,1847345712,3495.2
2021年5月,臺中市,行,2506195,2515444481,1003.69
2021年5月,臺中市,文教康樂,1905988,2696171943,1414.58
2021年5月,臺中市,百貨,4643823,6583332253,1417.65
2021年5月,臺中市,其他,3929581,12913797252,3286.3
2021年5月,彰化縣,食,918670,481852585,524.51
2021年5月,彰化縣,衣,92373,225736022,2443.74
2021年5月,彰化縣,住,131094,480004347,3661.53
2021年5月,彰化縣,行,786384,819496907,1042.11
2021年5月,彰化縣,文教康樂,490247,623245181,1271.29
2021年5月,彰化縣,百貨,1113436,1477877072,1327.31
2021年5月,彰化縣,其他,1137074,3372210783,2965.69
2021年5月,南投縣,食,303143,155929593,514.38
2021年5月,南投縣,衣,29151,65273074,2239.14
2021年5月,南投縣,住,43836,158424884,3614.04
2021年5月,南投縣,行,277678,286149816,1030.51
2021年5月,南投縣,文教康樂,174372,205765901,1180.04
2021年5月,南投縣,百貨,370402,483383383,1305.02
2021年5月,南投縣,其他,371455,1041633617,2804.2
2021年5月,雲林縣,食,340055,175753758,516.84
2021年5月,雲林縣,衣,39101,91503121,2340.17
2021年5月,雲林縣,住,54511,200705593,3681.93
2021年5月,雲林縣,行,372150,374154773,1005.39
2021年5月,雲林縣,文教康樂,210443,244141379,1160.13
2021年5月,雲林縣,百貨,445244,612167273,1374.9
2021年5月,雲林縣,其他,461218,1337758712,2900.49
2021年5月,嘉義縣,食,243859,125754739,515.69
2021年5月,嘉義縣,衣,25395,61536563,2423.18
2021年5月,嘉義縣,住,36410,132446644,3637.64
2021年5月,嘉義縣,行,279866,268638717,959.88
2021年5月,嘉義縣,文教康樂,157712,171288132,1086.08
2021年5月,嘉義縣,百貨,343181,479152998,1396.21
2021年5月,嘉義縣,其他,326445,916661820,2808.01
2021年5月,嘉義市,食,263520,140793878,534.28
2021年5月,嘉義市,衣,24109,66877051,2773.95
2021年5月,嘉義市,住,39396,144230952,3661.06
2021年5月,嘉義市,行,197005,186322979,945.78
2021年5月,嘉義市,文教康樂,138356,189104654,1366.8
2021年5月,嘉義市,百貨,363046,506276614,1394.52
2021年5月,嘉義市,其他,323358,1000410791,3093.82
2021年5月,臺南市,食,1933116,1005054802,519.91
2021年5月,臺南市,衣,169636,390560383,2302.34
2021年5月,臺南市,住,305970,1003759937,3280.58
2021年5月,臺南市,行,1476433,1368424626,926.85
2021年5月,臺南市,文教康樂,1005919,1268254461,1260.79
2021年5月,臺南市,百貨,2497112,3444084079,1379.23
2021年5月,臺南市,其他,2271336,7365181663,3242.66
2021年5月,高雄市,食,3227547,1796096614,556.49
2021年5月,高雄市,衣,265373,585846892,2207.64
2021年5月,高雄市,住,485209,1593215748,3283.57
2021年5月,高雄市,行,2204874,2022366403,917.23
2021年5月,高雄市,文教康樂,1670379,1988439379,1190.41
2021年5月,高雄市,百貨,3977329,5588802777,1405.16
2021年5月,高雄市,其他,3434026,10957832149,3190.96
2021年5月,屏東縣,食,450653,249534818,553.72
2021年5月,屏東縣,衣,42876,98044441,2286.7
2021年5月,屏東縣,住,75557,280267179,3709.35
2021年5月,屏東縣,行,462904,440309986,951.19
2021年5月,屏東縣,文教康樂,286910,324565652,1131.25
2021年5月,屏東縣,百貨,605397,850306263,1404.54
2021年5月,屏東縣,其他,602066,1829872444,3039.32
2021年5月,基隆市,食,442157,218812756,494.88
2021年5月,基隆市,衣,35778,94014023,2627.7
2021年5月,基隆市,住,49738,187927387,3778.35
2021年5月,基隆市,行,293396,256373203,873.81
2021年5月,基隆市,文教康樂,243480,286087922,1175.0
2021年5月,基隆市,百貨,561006,721757162,1286.54
2021年5月,基隆市,其他,515702,1414910752,2743.66
2021年5月,宜蘭縣,食,332195,160225991,482.33
2021年5月,宜蘭縣,衣,29974,75690718,2525.21
2021年5月,宜蘭縣,住,50312,190761779,3791.58
2021年5月,宜蘭縣,行,255706,251232724,982.51
2021年5月,宜蘭縣,文教康樂,203427,235183559,1156.11
2021年5月,宜蘭縣,百貨,467538,578856529,1238.1
2021年5月,宜蘭縣,其他,433138,1165358015,2690.5
2021年5月,花蓮縣,食,237903,140867804,592.12
2021年5月,花蓮縣,衣,20704,48376249,2336.57
2021年5月,花蓮縣,住,33627,135315346,4024.01
2021年5月,花蓮縣,行,179981,175461972,974.89
2021年5月,花蓮縣,文教康樂,136757,154908629,1132.73
2021年5月,花蓮縣,百貨,324122,413873126,1276.91
2021年5月,花蓮縣,其他,283300,773146269,2729.07
2021年5月,臺東縣,食,120064,61663665,513.59
2021年5月,臺東縣,衣,13141,30109403,2291.26
2021年5月,臺東縣,住,16632,71209646,4281.48
2021年5月,臺東縣,行,103489,100331438,969.49
2021年5月,臺東縣,文教康樂,72533,81968500,1130.09
2021年5月,臺東縣,百貨,154896,196405166,1267.98
2021年5月,臺東縣,其他,126545,392726715,3103.46
2021年5月,澎湖縣,食,50064,24176411,482.91
2021年5月,澎湖縣,衣,5878,14844832,2525.49
2021年5月,澎湖縣,住,8558,27307653,3190.89
2021年5月,澎湖縣,行,34626,25890518,747.72
2021年5月,澎湖縣,文教康樂,35886,41682953,1161.54
2021年5月,澎湖縣,百貨,67335,81261460,1206.82
2021年5月,澎湖縣,其他,55031,159084673,2890.82
2021年5月,金門縣,食,50382,30556579,606.5
2021年5月,金門縣,衣,5055,10887101,2153.73
2021年5月,金門縣,住,8001,28416913,3551.67
2021年5月,金門縣,行,24891,28314991,1137.56
2021年5月,金門縣,文教康樂,29954,31982541,1067.72
2021年5月,金門縣,百貨,74399,99080183,1331.74
2021年5月,金門縣,其他,51767,130637294,2523.56
2021年5月,連江縣,食,9347,5260796,562.83
2021年5月,連江縣,衣,691,1768108,2558.77
2021年5月,連江縣,住,1100,2503906,2276.28
2021年5月,連江縣,行,3676,3426615,932.16
2021年5月,連江縣,文教康樂,5347,6918551,1293.91
2021年5月,連江縣,百貨,8092,11292479,1395.51
2021年5月,連江縣,其他,9154,23002482,2512.83
2021年6月,臺北市,食,8066506,3803383693,471.5
2021年6月,臺北市,衣,340236,1025714142,3014.71
2021年6月,臺北市,住,632191,1894266382,2996.35
2021年6月,臺北市,行,2105377,2040332913,969.11
2021年6月,臺北市,文教康樂,2988756,4727294762,1581.69
2021年6月,臺北市,百貨,5877611,8389446170,1427.36
2021年6月,臺北市,其他,4163899,48957778808,11757.68
2021年6月,新北市,食,8490228,3547714336,417.86
2021年6月,新北市,衣,422393,979096190,2317.97
2021年6月,新北市,住,820317,2174834237,2651.21
2021年6月,新北市,行,2753977,2494529337,905.79
2021年6月,新北市,文教康樂,3686353,4363482563,1183.69
2021年6月,新北市,百貨,7190870,9815020086,1364.93
2021年6月,新北市,其他,5444478,27653863138,5079.25
2021年6月,桃園市,食,4074971,1589287971,390.01
2021年6月,桃園市,衣,191491,459698997,2400.63
2021年6月,桃園市,住,388431,1100464878,2833.1
2021年6月,桃園市,行,1450517,1550089784,1068.65
2021年6月,桃園市,文教康樂,1667969,1973550706,1183.21
2021年6月,桃園市,百貨,3059613,4656872728,1522.05
2021年6月,桃園市,其他,2514312,11186906979,4449.29
2021年6月,新竹縣,食,1147164,548921423,478.5
2021年6月,新竹縣,衣,55158,131556585,2385.09
2021年6月,新竹縣,住,111674,348250098,3118.45
2021年6月,新竹縣,行,372863,428980889,1150.51
2021年6月,新竹縣,文教康樂,440800,562028926,1275.02
2021年6月,新竹縣,百貨,863346,1248530738,1446.15
2021年6月,新竹縣,其他,683743,5693180855,8326.49
2021年6月,新竹市,食,1166557,555163015,475.9
2021年6月,新竹市,衣,52117,127251713,2441.65
2021年6月,新竹市,住,110754,340631976,3075.57
2021年6月,新竹市,行,325332,340741312,1047.36
2021年6月,新竹市,文教康樂,420844,544105352,1292.89
2021年6月,新竹市,百貨,896102,1293474896,1443.45
2021年6月,新竹市,其他,658791,6244710037,9479.05
2021年6月,苗栗縣,食,575527,226904477,394.26
2021年6月,苗栗縣,衣,32862,75413922,2294.87
2021年6月,苗栗縣,住,63895,194202269,3039.4
2021年6月,苗栗縣,行,298801,311342445,1041.97
2021年6月,苗栗縣,文教康樂,276997,292052207,1054.35
2021年6月,苗栗縣,百貨,465676,634778057,1363.13
2021年6月,苗栗縣,其他,433341,1681954445,3881.36
2021年6月,臺中市,食,5115141,2124603730,415.36
2021年6月,臺中市,衣,263137,636607604,2419.3
2021年6月,臺中市,住,533132,1528979073,2867.92
2021年6月,臺中市,行,1837510,2015529633,1096.88
2021年6月,臺中市,文教康樂,1967674,2497534178,1269.28
2021年6月,臺中市,百貨,3925950,5535956348,1410.09
2021年6月,臺中市,其他,3111589,18326907332,5889.89
2021年6月,彰化縣,食,1130733,443519655,392.24
2021年6月,彰化縣,衣,75081,170316700,2268.44
2021年6月,彰化縣,住,136286,404909394,2971.03
2021年6月,彰化縣,行,601747,663312493,1102.31
2021年6月,彰化縣,文教康樂,520805,604996468,1161.66
2021年6月,彰化縣,百貨,969028,1292468979,1333.78
2021年6月,彰化縣,其他,881346,3904467062,4430.12
2021年6月,南投縣,食,378229,146883396,388.35
2021年6月,南投縣,衣,23084,50281060,2178.18
2021年6月,南投縣,住,43973,125280225,2849.03
2021年6月,南投縣,行,207833,228277762,1098.37
2021年6月,南投縣,文教康樂,183072,199469221,1089.57
2021年6月,南投縣,百貨,318102,422199077,1327.24
2021年6月,南投縣,其他,287050,1146368563,3993.62
2021年6月,雲林縣,食,413697,165519119,400.1
2021年6月,雲林縣,衣,30842,66667807,2161.59
2021年6月,雲林縣,住,55688,165619476,2974.06
2021年6月,雲林縣,行,284720,306046780,1074.9
2021年6月,雲林縣,文教康樂,229111,239087879,1043.55
2021年6月,雲林縣,百貨,391357,557535046,1424.62
2021年6月,雲林縣,其他,360637,1631275080,4523.32
2021年6月,嘉義縣,食,286147,113830022,397.8
2021年6月,嘉義縣,衣,20678,49028990,2371.07
2021年6月,嘉義縣,住,37510,109160076,2910.16
2021年6月,嘉義縣,行,211778,220303065,1040.25
2021年6月,嘉義縣,文教康樂,169350,172574653,1019.04
2021年6月,嘉義縣,百貨,295569,410674453,1389.44
2021年6月,嘉義縣,其他,262066,1039085980,3964.98
2021年6月,嘉義市,食,328663,130040511,395.67
2021年6月,嘉義市,衣,19047,48210634,2531.14
2021年6月,嘉義市,住,38063,112843807,2964.66
2021年6月,嘉義市,行,143700,146763404,1021.32
2021年6月,嘉義市,文教康樂,142417,170656637,1198.29
2021年6月,嘉義市,百貨,306929,432405093,1408.81
2021年6月,嘉義市,其他,244159,1143224205,4682.29
2021年6月,臺南市,食,2234615,917691521,410.67
2021年6月,臺南市,衣,143140,311640169,2177.17
2021年6月,臺南市,住,305305,811092389,2656.66
2021年6月,臺南市,行,1119502,1084475128,968.71
2021年6月,臺南市,文教康樂,1035337,1188339051,1147.78
2021年6月,臺南市,百貨,2129689,2961302385,1390.49
2021年6月,臺南市,其他,1802512,8780893053,4871.48
2021年6月,高雄市,食,3615427,1542018864,426.51
2021年6月,高雄市,衣,219075,477865804,2181.29
2021年6月,高雄市,住,476004,1341392864,2818.03
2021年6月,高雄市,行,1639254,1609812466,982.04
2021年6月,高雄市,文教康樂,1681304,1825780680,1085.93
2021年6月,高雄市,百貨,3364200,4682755590,1391.94
2021年6月,高雄市,其他,2737830,13069482939,4773.66
2021年6月,屏東縣,食,529259,228583200,431.89
2021年6月,屏東縣,衣,36460,83802102,2298.47
2021年6月,屏東縣,住,75425,236007115,3129.03
2021年6月,屏東縣,行,356167,359295405,1008.78
2021年6月,屏東縣,文教康樂,299223,301931251,1009.05
2021年6月,屏東縣,百貨,519312,709917991,1367.04
2021年6月,屏東縣,其他,479327,1807210045,3770.31
2021年6月,基隆市,食,506143,205743173,406.49
2021年6月,基隆市,衣,28140,75708126,2690.41
2021年6月,基隆市,住,53195,171386020,3221.84
2021年6月,基隆市,行,228297,217470547,952.58
2021年6月,基隆市,文教康樂,251764,271459369,1078.23
2021年6月,基隆市,百貨,471005,616265858,1308.41
2021年6月,基隆市,其他,398941,1421104195,3562.19
2021年6月,宜蘭縣,食,432386,165102671,381.84
2021年6月,宜蘭縣,衣,25798,59029414,2288.14
2021年6月,宜蘭縣,住,51460,161676189,3141.78
2021年6月,宜蘭縣,行,200566,210921769,1051.63
2021年6月,宜蘭縣,文教康樂,214744,226842516,1056.34
2021年6月,宜蘭縣,百貨,404666,483268113,1194.24
2021年6月,宜蘭縣,其他,316927,1146227292,3616.69
2021年6月,花蓮縣,食,318286,142160860,446.65
2021年6月,花蓮縣,衣,16310,36512905,2238.68
2021年6月,花蓮縣,住,31632,110749293,3501.18
2021年6月,花蓮縣,行,131405,144335448,1098.4
2021年6月,花蓮縣,文教康樂,143263,150931954,1053.53
2021年6月,花蓮縣,百貨,277918,352461384,1268.22
2021年6月,花蓮縣,其他,207717,748890338,3605.34
2021年6月,臺東縣,食,145897,59804073,409.91
2021年6月,臺東縣,衣,9853,20663035,2097.13
2021年6月,臺東縣,住,14806,54817708,3702.4
2021年6月,臺東縣,行,77575,82596310,1064.73
2021年6月,臺東縣,文教康樂,75124,73816011,982.59
2021年6月,臺東縣,百貨,134493,174634319,1298.46
2021年6月,臺東縣,其他,101896,402830924,3953.35
2021年6月,澎湖縣,食,59806,23953050,400.51
2021年6月,澎湖縣,衣,4425,10510942,2375.35
2021年6月,澎湖縣,住,7590,19471469,2565.41
2021年6月,澎湖縣,行,22038,10481821,475.62
2021年6月,澎湖縣,文教康樂,39272,40961880,1043.03
2021年6月,澎湖縣,百貨,55614,66333274,1192.74
2021年6月,澎湖縣,其他,44901,160852334,3582.38
2021年6月,金門縣,食,51333,19669494,383.17
2021年6月,金門縣,衣,4097,8495033,2073.48
2021年6月,金門縣,住,8071,22821799,2827.63
2021年6月,金門縣,行,15794,15489514,980.72
2021年6月,金門縣,文教康樂,31605,33096889,1047.2
2021年6月,金門縣,百貨,65674,89831478,1367.84
2021年6月,金門縣,其他,41184,138506701,3363.12
2021年6月,連江縣,食,9100,5669102,622.98
2021年6月,連江縣,衣,617,1107833,1795.52
2021年6月,連江縣,住,1007,1926886,1913.49
2021年6月,連江縣,行,469,-2870145,-6119.71
2021年6月,連江縣,文教康樂,6279,7069233,1125.85
2021年6月,連江縣,百貨,6551,9213216,1406.38
2021年6月,連江縣,其他,7709,24431165,3169.17
2021年7月,臺北市,食,9005562,4052787529,450.03
2021年7月,臺北市,衣,396459,1276631171,3220.08
2021年7月,臺北市,住,687803,2520918197,3665.17
2021年7月,臺北市,行,2797510,2496646368,892.45
2021年7月,臺北市,文教康樂,3149098,5045467147,1602.19
2021年7月,臺北市,百貨,6382765,8984061159,1407.55
2021年7月,臺北市,其他,4341196,14908002128,3434.08
2021年7月,新北市,食,9517323,3802496526,399.53
2021年7月,新北市,衣,488269,1237284603,2534.02
2021年7月,新北市,住,871019,2688385178,3086.48
2021年7月,新北市,行,3544180,3247228330,916.21
2021年7月,新北市,文教康樂,3874374,5192586331,1340.24
2021年7月,新北市,百貨,7869279,10420932820,1324.26
2021年7月,新北市,其他,5772072,15522367702,2689.22
2021年7月,桃園市,食,4381907,1667663001,380.58
2021年7月,桃園市,衣,218615,584201615,2672.29
2021年7月,桃園市,住,412653,1375464274,3333.22
2021年7月,桃園市,行,1811875,1990860540,1098.78
2021年7月,桃園市,文教康樂,1742451,2244836639,1288.32
2021年7月,桃園市,百貨,3430408,5085937220,1482.6
2021年7月,桃園市,其他,2671061,6848642785,2564.02
2021年7月,新竹縣,食,1254497,516006895,411.33
2021年7月,新竹縣,衣,62688,162165129,2586.86
2021年7月,新竹縣,住,117606,434369670,3693.43
2021年7月,新竹縣,行,476384,563550100,1182.97
2021年7月,新竹縣,文教康樂,462763,638101627,1378.9
2021年7月,新竹縣,百貨,953720,1361899908,1427.99
2021年7月,新竹縣,其他,709231,1901856807,2681.58
2021年7月,新竹市,食,1254940,510236893,406.58
2021年7月,新竹市,衣,57162,152285586,2664.11
2021年7月,新竹市,住,116930,412498646,3527.74
2021年7月,新竹市,行,413234,438258101,1060.56
2021年7月,新竹市,文教康樂,441779,622664734,1409.45
2021年7月,新竹市,百貨,1000344,1427745274,1427.25
2021年7月,新竹市,其他,675027,1961973516,2906.51
2021年7月,苗栗縣,食,626435,238409882,380.58
2021年7月,苗栗縣,衣,39862,96777708,2427.82
2021年7月,苗栗縣,住,67235,234058951,3481.21
2021年7月,苗栗縣,行,373766,410625318,1098.62
2021年7月,苗栗縣,文教康樂,289857,341594692,1178.49
2021年7月,苗栗縣,百貨,521145,701629177,1346.32
2021年7月,苗栗縣,其他,457694,1146909845,2505.84
2021年7月,臺中市,食,5513327,2275274571,412.69
2021年7月,臺中市,衣,312804,821548733,2626.4
2021年7月,臺中市,住,577219,1901641998,3294.49
2021年7月,臺中市,行,2310300,2588075743,1120.23
2021年7月,臺中市,文教康樂,2086272,3005983860,1440.84
2021年7月,臺中市,百貨,4388629,6380083071,1453.78
2021年7月,臺中市,其他,3309810,9629466196,2909.37
2021年7月,彰化縣,食,1217277,484697450,398.18
2021年7月,彰化縣,衣,91220,228545180,2505.43
2021年7月,彰化縣,住,143549,478863572,3335.89
2021年7月,彰化縣,行,738401,847711686,1148.04
2021年7月,彰化縣,文教康樂,541649,701520017,1295.16
2021年7月,彰化縣,百貨,1064997,1436779217,1349.09
2021年7月,彰化縣,其他,932459,2569567408,2755.69
2021年7月,南投縣,食,407242,158975839,390.37
2021年7月,南投縣,衣,29120,65041132,2233.56
2021年7月,南投縣,住,47862,159579182,3334.15
2021年7月,南投縣,行,258044,292494990,1133.51
2021年7月,南投縣,文教康樂,188593,228467834,1211.43
2021年7月,南投縣,百貨,356517,472788035,1326.13
2021年7月,南投縣,其他,306320,832803444,2718.74
2021年7月,雲林縣,食,442447,178989153,404.54
2021年7月,雲林縣,衣,37980,86195580,2269.5
2021年7月,雲林縣,住,58759,201608725,3431.11
2021年7月,雲林縣,行,345692,386427419,1117.84
2021年7月,雲林縣,文教康樂,236496,273563100,1156.73
2021年7月,雲林縣,百貨,430912,596342347,1383.91
2021年7月,雲林縣,其他,384240,1045333945,2720.52
2021年7月,嘉義縣,食,298146,123093283,412.86
2021年7月,嘉義縣,衣,25300,58898303,2328.0
2021年7月,嘉義縣,住,40017,124415518,3109.07
2021年7月,嘉義縣,行,257634,272562218,1057.94
2021年7月,嘉義縣,文教康樂,175937,202465732,1150.79
2021年7月,嘉義縣,百貨,328762,469187554,1427.13
2021年7月,嘉義縣,其他,283335,753798586,2660.45
2021年7月,嘉義市,食,348805,145966205,418.48
2021年7月,嘉義市,衣,23377,62522701,2674.54
2021年7月,嘉義市,住,40962,130866699,3194.83
2021年7月,嘉義市,行,177708,186686328,1050.52
2021年7月,嘉義市,文教康樂,147801,188774655,1277.22
2021年7月,嘉義市,百貨,337466,491023257,1455.03
2021年7月,嘉義市,其他,259898,770633918,2965.14
2021年7月,臺南市,食,2385663,976135777,409.17
2021年7月,臺南市,衣,166976,376716537,2256.11
2021年7月,臺南市,住,326046,1024889354,3143.39
2021年7月,臺南市,行,1349487,1371104006,1016.02
2021年7月,臺南市,文教康樂,1095294,1406799946,1284.4
2021年7月,臺南市,百貨,2393755,3400109631,1420.41
2021年7月,臺南市,其他,1950737,5149401185,2639.72
2021年7月,高雄市,食,3893563,1663813154,427.32
2021年7月,高雄市,衣,255951,570113605,2227.43
2021年7月,高雄市,住,515829,1621250382,3143.0
2021年7月,高雄市,行,2004826,2061861182,1028.45
2021年7月,高雄市,文教康樂,1773315,2227760308,1256.27
2021年7月,高雄市,百貨,3823955,5525722006,1445.03
2021年7月,高雄市,其他,2940157,8281213724,2816.59
2021年7月,屏東縣,食,566261,246758162,435.77
2021年7月,屏東縣,衣,43556,100257264,2301.8
2021年7月,屏東縣,住,83190,287742317,3458.86
2021年7月,屏東縣,行,427875,446783455,1044.19
2021年7月,屏東縣,文教康樂,319015,363320150,1138.88
2021年7月,屏東縣,百貨,588761,852481395,1447.92
2021年7月,屏東縣,其他,515724,1474483572,2859.06
2021年7月,基隆市,食,561503,218876277,389.8
2021年7月,基隆市,衣,33833,92458674,2732.8
2021年7月,基隆市,住,55516,188883036,3402.32
2021年7月,基隆市,行,281204,271915176,966.97
2021年7月,基隆市,文教康樂,264712,303573569,1146.81
2021年7月,基隆市,百貨,510894,649034753,1270.39
2021年7月,基隆市,其他,418941,1042193220,2487.68
2021年7月,宜蘭縣,食,465094,175648894,377.66
2021年7月,宜蘭縣,衣,29149,70909836,2432.67
2021年7月,宜蘭縣,住,55836,191333214,3426.7
2021年7月,宜蘭縣,行,245286,267575967,1090.87
2021年7月,宜蘭縣,文教康樂,227125,260622321,1147.48
2021年7月,宜蘭縣,百貨,446699,531513674,1189.87
2021年7月,宜蘭縣,其他,334250,886243469,2651.44
2021年7月,花蓮縣,食,342833,151561535,442.09
2021年7月,花蓮縣,衣,19849,47039161,2369.85
2021年7月,花蓮縣,住,34999,132827335,3795.18
2021年7月,花蓮縣,行,168347,183902923,1092.4
2021年7月,花蓮縣,文教康樂,151038,173102343,1146.08
2021年7月,花蓮縣,百貨,303409,391115093,1289.07
2021年7月,花蓮縣,其他,221391,615997038,2782.39
2021年7月,臺東縣,食,158427,66133730,417.44
2021年7月,臺東縣,衣,12334,27942850,2265.51
2021年7月,臺東縣,住,16540,68566450,4145.49
2021年7月,臺東縣,行,98542,103909573,1054.47
2021年7月,臺東縣,文教康樂,79162,85862802,1084.65
2021年7月,臺東縣,百貨,147999,191721196,1295.42
2021年7月,臺東縣,其他,105909,309445677,2921.81
2021年7月,澎湖縣,食,63180,24011698,380.05
2021年7月,澎湖縣,衣,5499,14128644,2569.31
2021年7月,澎湖縣,住,8780,24280652,2765.45
2021年7月,澎湖縣,行,35643,37703038,1057.8
2021年7月,澎湖縣,文教康樂,40440,46601640,1152.36
2021年7月,澎湖縣,百貨,63022,74363725,1179.96
2021年7月,澎湖縣,其他,45628,126256295,2767.08
2021年7月,金門縣,食,57135,20887898,365.59
2021年7月,金門縣,衣,4649,10059022,2163.7
2021年7月,金門縣,住,8464,25967693,3068.02
2021年7月,金門縣,行,22707,28535821,1256.7
2021年7月,金門縣,文教康樂,32666,35574005,1089.02
2021年7月,金門縣,百貨,72887,99433038,1364.21
2021年7月,金門縣,其他,43627,102536477,2350.3
2021年7月,連江縣,食,10209,3650929,357.62
2021年7月,連江縣,衣,744,1510168,2029.8
2021年7月,連江縣,住,1153,2642366,2291.73
2021年7月,連江縣,行,3959,4440623,1121.65
2021年7月,連江縣,文教康樂,6364,8237638,1294.41
2021年7月,連江縣,百貨,7554,9799307,1297.23
2021年7月,連江縣,其他,7928,17175380,2166.42
2021年8月,臺北市,食,9415416,4821838542,512.12
2021年8月,臺北市,衣,485602,1470953026,3029.13
2021年8月,臺北市,住,758293,3042192016,4011.9
2021年8月,臺北市,行,3714366,3110514518,837.43
2021年8月,臺北市,文教康樂,3402160,6187285846,1818.63
2021年8月,臺北市,百貨,7210608,10300807331,1428.56
2021年8月,臺北市,其他,4570126,15438175868,3378.06
2021年8月,新北市,食,9988580,4461654553,446.68
2021年8月,新北市,衣,604869,1457102884,2408.96
2021年8月,新北市,住,949238,3083380713,3248.27
2021年8月,新北市,行,4493102,3929895228,874.65
2021年8月,新北市,文教康樂,4120214,6511162335,1580.3
2021年8月,新北市,百貨,8800557,11768713798,1337.27
2021年8月,新北市,其他,6001590,16505907566,2750.26
2021年8月,桃園市,食,4516169,1928521561,427.03
2021年8月,桃園市,衣,259197,623156616,2404.18
2021年8月,桃園市,住,447349,1459113741,3261.69
2021年8月,桃園市,行,2247486,2318004374,1031.38
2021年8月,桃園市,文教康樂,1838621,2800736454,1523.28
2021年8月,桃園市,百貨,3899054,5795074634,1486.28
2021年8月,桃園市,其他,2772803,7339350070,2646.91
2021年8月,新竹縣,食,1301987,598066531,459.35
2021年8月,新竹縣,衣,71138,182032141,2558.86
2021年8月,新竹縣,住,128235,483876278,3773.36
2021年8月,新竹縣,行,613362,651942640,1062.9
2021年8月,新竹縣,文教康樂,488697,798834296,1634.62
2021年8月,新竹縣,百貨,1059972,1538303488,1451.27
2021年8月,新竹縣,其他,731388,1975141618,2700.54
2021年8月,新竹市,食,1289431,588150287,456.13
2021年8月,新竹市,衣,65852,159535963,2422.64
2021年8月,新竹市,住,124065,465440181,3751.58
2021年8月,新竹市,行,530472,540778680,1019.43
2021年8月,新竹市,文教康樂,469838,818047381,1741.13
2021年8月,新竹市,百貨,1102672,1599171325,1450.27
2021年8月,新竹市,其他,703545,2020463378,2871.83
2021年8月,苗栗縣,食,649611,276994244,426.4
2021年8月,苗栗縣,衣,46514,106567159,2291.08
2021年8月,苗栗縣,住,72780,229403672,3152.02
2021年8月,苗栗縣,行,443961,456301473,1027.8
2021年8月,苗栗縣,文教康樂,300066,441827169,1472.43
2021年8月,苗栗縣,百貨,571817,807377652,1411.95
2021年8月,苗栗縣,其他,464343,1192370148,2567.87
2021年8月,臺中市,食,5658929,2696559360,476.51
2021年8月,臺中市,衣,362460,865676063,2388.34
2021年8月,臺中市,住,607616,1984825569,3266.58
2021年8月,臺中市,行,2829356,2928853785,1035.17
2021年8月,臺中市,文教康樂,2225313,4107550305,1845.83
2021年8月,臺中市,百貨,4881700,7218789110,1478.74
2021年8月,臺中市,其他,3365139,9976633420,2964.7
2021年8月,彰化縣,食,1253367,556508682,444.01
2021年8月,彰化縣,衣,110026,262539521,2386.16
2021年8月,彰化縣,住,152377,505604127,3318.11
2021年8月,彰化縣,行,868366,934355435,1075.99
2021年8月,彰化縣,文教康樂,567775,944098424,1662.8
2021年8月,彰化縣,百貨,1182426,1696594326,1434.84
2021年8月,彰化縣,其他,957173,2755111361,2878.38
2021年8月,南投縣,食,422717,188683729,446.36
2021年8月,南投縣,衣,35678,79431354,2226.34
2021年8月,南投縣,住,50453,158521512,3141.96
2021年8月,南投縣,行,304131,324025354,1065.41
2021年8月,南投縣,文教康樂,199447,304226466,1525.35
2021年8月,南投縣,百貨,393215,546552705,1389.96
2021年8月,南投縣,其他,308374,859961887,2788.7
2021年8月,雲林縣,食,461390,203404423,440.85
2021年8月,雲林縣,衣,47079,103837917,2205.61
2021年8月,雲林縣,住,62683,196279689,3131.31
2021年8月,雲林縣,行,407644,427322934,1048.27
2021年8月,雲林縣,文教康樂,248539,401074123,1613.73
2021年8月,雲林縣,百貨,477988,709415758,1484.17
