消費年月,縣市名稱,產業類別,交易筆數,交易金額,客單價
2023年5月,新北市,住,1105060,4066069241,3679.5
2023年5月,新北市,行,6290376,6896918891,1096.42
2023年5月,新北市,文教康樂,5240167,9979350184,1904.4
2023年5月,新北市,百貨,11555054,14474050890,1252.62
2023年5月,新北市,其他,6884995,46328492213,6728.91
2023年5月,桃園市,食,6270064,3016491558,481.09
2023年5月,桃園市,衣,356090,1042098521,2926.5
2023年5月,桃園市,住,524526,1774153559,3382.39
2023年5月,桃園市,行,3142555,3782361628,1203.59
2023年5月,桃園市,文教康樂,2468476,4447570002,1801.75
2023年5月,桃園市,百貨,4999233,6995658690,1399.35
2023年5月,桃園市,其他,3235082,20132240623,6223.1
2023年5月,新竹縣,食,1802531,946212564,524.94
2023年5月,新竹縣,衣,95600,320280048,3350.21
2023年5月,新竹縣,住,146134,565642140,3870.71
2023年5月,新竹縣,行,866517,1152440534,1329.97
2023年5月,新竹縣,文教康樂,798460,1342223627,1681.02
2023年5月,新竹縣,百貨,1393050,2042309837,1466.07
2023年5月,新竹縣,其他,930800,14930224988,16040.21
2023年5月,新竹市,食,1754657,898121722,511.85
2023年5月,新竹市,衣,88228,288079682,3265.17
2023年5月,新竹市,住,137079,530083492,3866.99
2023年5月,新竹市,行,751734,973156977,1294.55
2023年5月,新竹市,文教康樂,600646,1389616740,2313.54
2023年5月,新竹市,百貨,1380182,2057920154,1491.05
2023年5月,新竹市,其他,853166,18211804145,21346.14
2023年5月,苗栗縣,食,872923,421106591,482.41
2023年5月,苗栗縣,衣,60173,177990987,2957.99
2023年5月,苗栗縣,住,83640,276450997,3305.25
2023年5月,苗栗縣,行,579246,661603421,1142.18
2023年5月,苗栗縣,文教康樂,389467,648433671,1664.93
2023年5月,苗栗縣,百貨,747157,965921488,1292.8
2023年5月,苗栗縣,其他,555989,3016869848,5426.13
2023年5月,臺中市,食,8157882,4349296237,533.14
2023年5月,臺中市,衣,482950,1630892679,3376.94
2023年5月,臺中市,住,689314,2409923946,3496.12
2023年5月,臺中市,行,4132413,5039234576,1219.44
2023年5月,臺中市,文教康樂,2890281,6010665970,2079.61
2023年5月,臺中市,百貨,6483977,8864748934,1367.18
2023年5月,臺中市,其他,3919363,28329535305,7228.1
2023年5月,彰化縣,食,1756368,883176692,502.84
2023年5月,彰化縣,衣,136819,371857986,2717.88
2023年5月,彰化縣,住,173513,554989041,3198.54
2023年5月,彰化縣,行,1177597,1455055982,1235.61
2023年5月,彰化縣,文教康樂,720019,1327073425,1843.11
2023年5月,彰化縣,百貨,1553177,1985559249,1278.39
2023年5月,彰化縣,其他,1072483,6395104342,5962.9
2023年5月,南投縣,食,573566,283606289,494.46
2023年5月,南投縣,衣,44818,109988112,2454.11
2023年5月,南投縣,住,57587,194137195,3371.2
2023年5月,南投縣,行,402349,518585004,1288.89
2023年5月,南投縣,文教康樂,294469,444614521,1509.89
2023年5月,南投縣,百貨,515192,629666310,1222.2
2023年5月,南投縣,其他,353219,1747601976,4947.64
2023年5月,雲林縣,食,689224,327346774,474.95
2023年5月,雲林縣,衣,60892,154269740,2533.5
2023年5月,雲林縣,住,75037,235779165,3142.17
2023年5月,雲林縣,行,552740,713263258,1290.41
2023年5月,雲林縣,文教康樂,312860,511905177,1636.21
2023年5月,雲林縣,百貨,632744,804348846,1271.21
2023年5月,雲林縣,其他,439852,2385976009,5424.5
2023年5月,嘉義縣,食,492224,231647448,470.61
2023年5月,嘉義縣,衣,40211,104786923,2605.93
2023年5月,嘉義縣,住,52271,164695202,3150.79
2023年5月,嘉義縣,行,409393,495686162,1210.78
2023年5月,嘉義縣,文教康樂,231068,367700650,1591.31
2023年5月,嘉義縣,百貨,479142,659850450,1377.15
2023年5月,嘉義縣,其他,323821,1407373574,4346.15
2023年5月,嘉義市,食,505142,243321221,481.69
2023年5月,嘉義市,衣,37560,114692038,3053.57
2023年5月,嘉義市,住,51491,175708041,3412.4
2023年5月,嘉義市,行,308150,381965826,1239.55
2023年5月,嘉義市,文教康樂,194331,386413762,1988.43
2023年5月,嘉義市,百貨,481809,654288798,1357.98
2023年5月,嘉義市,其他,299485,1744615602,5825.39
2023年5月,臺南市,食,3699567,1811448554,489.64
2023年5月,臺南市,衣,249877,681856787,2728.77
2023年5月,臺南市,住,401079,1307267198,3259.38
2023年5月,臺南市,行,2273047,2729308218,1200.73
2023年5月,臺南市,文教康樂,1459870,2713530145,1858.75
2023年5月,臺南市,百貨,3466766,4585786750,1322.79
2023年5月,臺南市,其他,2238996,15250802368,6811.45
2023年5月,高雄市,食,6094947,3237595788,531.19
2023年5月,高雄市,衣,378883,1047872534,2765.69
2023年5月,高雄市,住,615259,2049577972,3331.24
2023年5月,高雄市,行,3429438,3751821228,1094.0
2023年5月,高雄市,文教康樂,2391975,4316586761,1804.61
2023年5月,高雄市,百貨,5482925,7489025457,1365.88
2023年5月,高雄市,其他,3340267,21428784639,6415.29
2023年5月,屏東縣,食,857259,432730654,504.78
2023年5月,屏東縣,衣,65320,164942694,2525.15
2023年5月,屏東縣,住,99869,319690236,3201.1
2023年5月,屏東縣,行,678782,735425166,1083.45
2023年5月,屏東縣,文教康樂,407722,625514896,1534.17
2023年5月,屏東縣,百貨,845029,1116418450,1321.16
2023年5月,屏東縣,其他,609341,2840563167,4661.7
2023年5月,基隆市,食,803425,397811361,495.14
2023年5月,基隆市,衣,56215,160082432,2847.68
2023年5月,基隆市,住,69098,249952877,3617.37
2023年5月,基隆市,行,458898,492019271,1072.18
2023年5月,基隆市,文教康樂,355241,592736520,1668.55
2023年5月,基隆市,百貨,737677,853658670,1157.23
2023年5月,基隆市,其他,511407,2261159807,4421.45
2023年5月,宜蘭縣,食,645964,299640242,463.87
2023年5月,宜蘭縣,衣,48891,133065651,2721.68
2023年5月,宜蘭縣,住,70044,237557733,3391.55
2023年5月,宜蘭縣,行,404110,444416043,1099.74
2023年5月,宜蘭縣,文教康樂,305451,484965905,1587.7
2023年5月,宜蘭縣,百貨,638482,779354406,1220.64
2023年5月,宜蘭縣,其他,401484,1720012872,4284.14
2023年5月,花蓮縣,食,463809,255962497,551.87
2023年5月,花蓮縣,衣,30962,78706638,2542.04
2023年5月,花蓮縣,住,47411,175793048,3707.85
2023年5月,花蓮縣,行,291853,313746401,1075.02
2023年5月,花蓮縣,文教康樂,199409,321465434,1612.09
2023年5月,花蓮縣,百貨,408857,506080310,1237.79
2023年5月,花蓮縣,其他,268757,1099773755,4092.07
2023年5月,臺東縣,食,228895,106465789,465.13
2023年5月,臺東縣,衣,18023,43259002,2400.21
2023年5月,臺東縣,住,24664,89868154,3643.7
2023年5月,臺東縣,行,161545,171671097,1062.68
2023年5月,臺東縣,文教康樂,103918,156925929,1510.09
2023年5月,臺東縣,百貨,206636,239996616,1161.45
2023年5月,臺東縣,其他,126193,548401084,4345.73
2023年5月,澎湖縣,食,97958,43499839,444.07
2023年5月,澎湖縣,衣,8300,22489943,2709.63
2023年5月,澎湖縣,住,12426,46351149,3730.17
2023年5月,澎湖縣,行,64217,88675693,1380.88
2023年5月,澎湖縣,文教康樂,52664,68710966,1304.7
2023年5月,澎湖縣,百貨,98766,104968014,1062.8
2023年5月,澎湖縣,其他,55439,222630662,4015.78
2023年5月,金門縣,食,82558,41997647,508.7
2023年5月,金門縣,衣,6839,17171671,2510.85
2023年5月,金門縣,住,10550,34030685,3225.66
2023年5月,金門縣,行,47922,71821491,1498.72
2023年5月,金門縣,文教康樂,42597,61601793,1446.15
2023年5月,金門縣,百貨,105207,114810522,1091.28
2023年5月,金門縣,其他,46386,198568221,4280.78
2023年5月,連江縣,食,13120,10492641,799.74
2023年5月,連江縣,衣,1019,3212859,3152.95
2023年5月,連江縣,住,1653,4150255,2510.74
2023年5月,連江縣,行,9047,14082670,1556.61
2023年5月,連江縣,文教康樂,7376,12327445,1671.29
2023年5月,連江縣,百貨,12886,16002771,1241.87
2023年5月,連江縣,其他,8162,33053988,4049.74
2023年6月,臺北市,食,12634101,7309160580,578.53
2023年6月,臺北市,衣,699535,2894235601,4137.37
2023年6月,臺北市,住,886120,4446757300,5018.23
2023年6月,臺北市,行,5176566,5794504431,1119.37
2023年6月,臺北市,文教康樂,4219831,10517907161,2492.49
2023年6月,臺北市,百貨,9022876,12488454324,1384.09
2023年6月,臺北市,其他,4616858,16283221164,3526.91
2023年6月,新北市,食,14209183,6819103036,479.91
2023年6月,新北市,衣,870622,2586955971,2971.39
2023年6月,新北市,住,1141428,4267785286,3738.99
2023年6月,新北市,行,6255555,6717425362,1073.83
2023年6月,新北市,文教康樂,5190490,9967166282,1920.27
2023年6月,新北市,百貨,11562843,13948960567,1206.36
2023年6月,新北市,其他,6170853,17764195407,2878.73
2023年6月,桃園市,食,6355837,2905087020,457.07
2023年6月,桃園市,衣,377264,1109082628,2939.81
2023年6月,桃園市,住,543637,1932740767,3555.2
2023年6月,桃園市,行,3127067,3776051415,1207.54
2023年6月,桃園市,文教康樂,2413134,4422289783,1832.59
2023年6月,桃園市,百貨,5037168,6734180823,1336.9
2023年6月,桃園市,其他,2898645,8078035329,2786.83
2023年6月,新竹縣,食,1837444,915945097,498.49
2023年6月,新竹縣,衣,100615,344806206,3426.99
2023年6月,新竹縣,住,154667,633791328,4097.78
2023年6月,新竹縣,行,865472,1161854749,1342.45
2023年6月,新竹縣,文教康樂,769122,1399338532,1819.4
2023年6月,新竹縣,百貨,1407292,1896331272,1347.5
2023年6月,新竹縣,其他,819670,2275972971,2776.69
2023年6月,新竹市,食,1768905,866060820,489.6
2023年6月,新竹市,衣,93862,309294768,3295.21
2023年6月,新竹市,住,146205,614897760,4205.72
2023年6月,新竹市,行,748801,940675805,1256.24
2023年6月,新竹市,文教康樂,606613,1428372614,2354.67
2023年6月,新竹市,百貨,1392115,1884985338,1354.04
2023年6月,新竹市,其他,745897,2196346881,2944.57
2023年6月,苗栗縣,食,893649,405351132,453.59
2023年6月,苗栗縣,衣,62160,180534669,2904.35
2023年6月,苗栗縣,住,88991,306950077,3449.23
2023年6月,苗栗縣,行,573401,663786962,1157.63
2023年6月,苗栗縣,文教康樂,378685,628402777,1659.43
2023年6月,苗栗縣,百貨,751837,932171969,1239.86
2023年6月,苗栗縣,其他,497862,1303406327,2618.01
2023年6月,臺中市,食,8202007,4145319085,505.4
2023年6月,臺中市,衣,499301,1615373677,3235.27
2023年6月,臺中市,住,711339,2637017197,3707.12
2023年6月,臺中市,行,4105065,4950694420,1206.0
2023年6月,臺中市,文教康樂,2856371,6081098396,2128.96
2023年6月,臺中市,百貨,6456821,8457949704,1309.92
2023年6月,臺中市,其他,3538156,11261559454,3182.89
2023年6月,彰化縣,食,1783192,839253470,470.65
2023年6月,彰化縣,衣,139715,379451260,2715.89
2023年6月,彰化縣,住,178272,586774792,3291.46
2023年6月,彰化縣,行,1160845,1454906769,1253.32
2023年6月,彰化縣,文教康樂,706258,1351640622,1913.81
2023年6月,彰化縣,百貨,1552987,1901811264,1224.62
2023年6月,彰化縣,其他,973638,2971351864,3051.8
2023年6月,南投縣,食,574504,276661023,481.57
2023年6月,南投縣,衣,44391,119335660,2688.29
2023年6月,南投縣,住,59131,203193106,3436.32
2023年6月,南投縣,行,398300,503452887,1264.0
2023年6月,南投縣,文教康樂,288051,437437850,1518.61
2023年6月,南投縣,百貨,511445,619604606,1211.48
2023年6月,南投縣,其他,317767,1039771002,3272.12
2023年6月,雲林縣,食,699140,317088275,453.54
2023年6月,雲林縣,衣,60580,149751258,2471.96
2023年6月,雲林縣,住,78056,262219034,3359.37
2023年6月,雲林縣,行,542703,692681793,1276.36
2023年6月,雲林縣,文教康樂,316852,517428041,1633.03
2023年6月,雲林縣,百貨,629925,779037730,1236.72
2023年6月,雲林縣,其他,400926,1209220264,3016.07
2023年6月,嘉義縣,食,497528,219895989,441.98
2023年6月,嘉義縣,衣,40934,102336986,2500.05
2023年6月,嘉義縣,住,53794,175639084,3265.03
2023年6月,嘉義縣,行,402544,495654063,1231.3
2023年6月,嘉義縣,文教康樂,226672,357295387,1576.27
2023年6月,嘉義縣,百貨,477378,591638714,1239.35
2023年6月,嘉義縣,其他,294258,891047963,3028.12
2023年6月,嘉義市,食,511141,238926261,467.44
2023年6月,嘉義市,衣,37461,108998384,2909.65
2023年6月,嘉義市,住,52808,186093747,3523.97
2023年6月,嘉義市,行,302073,376870293,1247.61
2023年6月,嘉義市,文教康樂,192399,396517029,2060.91
2023年6月,嘉義市,百貨,476100,620745467,1303.81
2023年6月,嘉義市,其他,270258,816577216,3021.47
2023年6月,臺南市,食,3751167,1725534736,460.0
2023年6月,臺南市,衣,257652,700478864,2718.7
2023年6月,臺南市,住,412200,1372011357,3328.51
2023年6月,臺南市,行,2242174,2654482457,1183.89
2023年6月,臺南市,文教康樂,1471003,2690619614,1829.11
2023年6月,臺南市,百貨,3458917,4398985357,1271.78
2023年6月,臺南市,其他,2024173,5820854067,2875.67
2023年6月,高雄市,食,6109819,3082445230,504.51
2023年6月,高雄市,衣,388815,1104241467,2840.02
2023年6月,高雄市,住,629482,2182089372,3466.48
2023年6月,高雄市,行,3387706,3756412561,1108.84
2023年6月,高雄市,文教康樂,2389727,4204940811,1759.59
2023年6月,高雄市,百貨,5445860,7121819432,1307.75
2023年6月,高雄市,其他,2996346,9224937957,3078.73
2023年6月,屏東縣,食,867538,409377969,471.88
2023年6月,屏東縣,衣,65813,164242842,2495.6
2023年6月,屏東縣,住,102285,337741311,3301.96
2023年6月,屏東縣,行,669410,726566945,1085.38
2023年6月,屏東縣,文教康樂,402114,623956096,1551.69
2023年6月,屏東縣,百貨,844633,1067752563,1264.16
2023年6月,屏東縣,其他,548970,1781951577,3245.99
2023年6月,基隆市,食,813846,384268110,472.16
2023年6月,基隆市,衣,59659,161616658,2709.01
2023年6月,基隆市,住,71134,271012003,3809.88
2023年6月,基隆市,行,457039,474460795,1038.12
2023年6月,基隆市,文教康樂,346957,576521240,1661.65
2023年6月,基隆市,百貨,739801,836791552,1131.1
2023年6月,基隆市,其他,459340,1171477150,2550.35
2023年6月,宜蘭縣,食,657245,292634572,445.24
2023年6月,宜蘭縣,衣,49416,134260831,2716.95
2023年6月,宜蘭縣,住,72666,252203347,3470.72
2023年6月,宜蘭縣,行,400024,449128274,1122.75
2023年6月,宜蘭縣,文教康樂,300071,480265394,1600.51
2023年6月,宜蘭縣,百貨,637572,736440508,1155.07
2023年6月,宜蘭縣,其他,359625,1065456397,2962.69
2023年6月,花蓮縣,食,465864,252122594,541.19
2023年6月,花蓮縣,衣,31646,77695809,2455.15
2023年6月,花蓮縣,住,48957,184824189,3775.24
2023年6月,花蓮縣,行,289170,315826486,1092.18
2023年6月,花蓮縣,文教康樂,199601,303135785,1518.71
2023年6月,花蓮縣,百貨,406793,481550693,1183.77
2023年6月,花蓮縣,其他,237699,697089038,2932.65
2023年6月,臺東縣,食,230549,103084281,447.13
2023年6月,臺東縣,衣,18429,44485254,2413.87
2023年6月,臺東縣,住,25564,95831379,3748.68
2023年6月,臺東縣,行,162079,173485893,1070.38
2023年6月,臺東縣,文教康樂,101415,155976678,1538.0
2023年6月,臺東縣,百貨,202733,230197780,1135.47
2023年6月,臺東縣,其他,114589,410936479,3586.18
2023年6月,澎湖縣,食,99490,43111807,433.33
2023年6月,澎湖縣,衣,8320,21449460,2578.06
2023年6月,澎湖縣,住,12429,43421389,3493.55
2023年6月,澎湖縣,行,63441,84206034,1327.31
2023年6月,澎湖縣,文教康樂,51331,72210478,1406.76
2023年6月,澎湖縣,百貨,98698,103237430,1045.99
2023年6月,澎湖縣,其他,50901,142148996,2792.66
2023年6月,金門縣,食,82002,40404108,492.72
2023年6月,金門縣,衣,7072,16771912,2371.59
2023年6月,金門縣,住,10976,36265617,3304.08
2023年6月,金門縣,行,48081,73579907,1530.33
2023年6月,金門縣,文教康樂,42195,59406256,1407.9
2023年6月,金門縣,百貨,105686,117529377,1112.06
2023年6月,金門縣,其他,42196,120282334,2850.56
2023年6月,連江縣,食,14031,12800837,912.33
2023年6月,連江縣,衣,1073,3051032,2843.46
2023年6月,連江縣,住,1739,4364575,2509.82
2023年6月,連江縣,行,9310,12720178,1366.29
2023年6月,連江縣,文教康樂,7362,10650301,1446.66
2023年6月,連江縣,百貨,13418,15505780,1155.6
2023年6月,連江縣,其他,7577,19692779,2599.02
2023年7月,臺北市,食,13471618,7865198205,583.83
2023年7月,臺北市,衣,706911,3169645076,4483.8
2023年7月,臺北市,住,932930,4781093485,5124.81
2023年7月,臺北市,行,5444123,6009100224,1103.78
2023年7月,臺北市,文教康樂,4517947,10708729016,2370.26
2023年7月,臺北市,百貨,9588975,12858704346,1340.99
2023年7月,臺北市,其他,4770494,15006221204,3145.63
2023年7月,新北市,食,15280503,7427758584,486.09
2023年7月,新北市,衣,874808,2516014340,2876.08
2023年7月,新北市,住,1196673,4558375497,3809.21
2023年7月,新北市,行,6522964,6989199553,1071.48
2023年7月,新北市,文教康樂,5527412,10582883206,1914.62
2023年7月,新北市,百貨,12349900,14275663684,1155.93
2023年7月,新北市,其他,6444199,17036181725,2643.65
2023年7月,桃園市,食,6870390,3244005614,472.17
2023年7月,桃園市,衣,374631,1044784911,2788.84
2023年7月,桃園市,住,571342,2114383362,3700.73
2023年7月,桃園市,行,3264983,4004666011,1226.55
2023年7月,桃園市,文教康樂,2657122,4643982018,1747.75
2023年7月,桃園市,百貨,5382586,6888887531,1279.85
2023年7月,桃園市,其他,3041737,7925864138,2605.7
2023年7月,新竹縣,食,1975212,1012643845,512.68
2023年7月,新竹縣,衣,101300,339634574,3352.76
2023年7月,新竹縣,住,162814,701951976,4311.37
2023年7月,新竹縣,行,910053,1233575748,1355.5
2023年7月,新竹縣,文教康樂,888713,1484154973,1670.0
2023年7月,新竹縣,百貨,1514990,2014950802,1330.01
2023年7月,新竹縣,其他,873160,2252933360,2580.21
2023年7月,新竹市,食,1891500,952316531,503.47
2023年7月,新竹市,衣,93439,302618848,3238.68
2023年7月,新竹市,住,154770,668565268,4319.73
2023年7月,新竹市,行,785115,1039353407,1323.82
2023年7月,新竹市,文教康樂,653933,1486754987,2273.56
2023年7月,新竹市,百貨,1483561,1940215206,1307.81
2023年7月,新竹市,其他,794472,2066989635,2601.71
2023年7月,苗栗縣,食,970555,458860788,472.78
2023年7月,苗栗縣,衣,62497,172835916,2765.51
2023年7月,苗栗縣,住,95670,353138378,3691.21
2023年7月,苗栗縣,行,606130,730738483,1205.58
2023年7月,苗栗縣,文教康樂,404804,663864859,1639.97
2023年7月,苗栗縣,百貨,805295,976942415,1213.15
2023年7月,苗栗縣,其他,531502,1293624875,2433.9
2023年7月,臺中市,食,8848189,4637604399,524.13
2023年7月,臺中市,衣,515102,1666803083,3235.87
2023年7月,臺中市,住,763658,2886485535,3779.81
2023年7月,臺中市,行,4319900,5334031013,1234.76
2023年7月,臺中市,文教康樂,3075931,6295614686,2046.73
2023年7月,臺中市,百貨,6932182,8883875011,1281.54
2023年7月,臺中市,其他,3750229,10988786283,2930.16
2023年7月,彰化縣,食,1937485,949912832,490.28
2023年7月,彰化縣,衣,143958,379625036,2637.05
2023年7月,彰化縣,住,191471,656005580,3426.14
2023年7月,彰化縣,行,1228908,1595819839,1298.57
2023年7月,彰化縣,文教康樂,768187,1412933278,1839.31
2023年7月,彰化縣,百貨,1675235,2003738955,1196.09
2023年7月,彰化縣,其他,1047684,2885522329,2754.19
2023年7月,南投縣,食,618678,311551738,503.58
2023年7月,南投縣,衣,45976,109021807,2371.28
2023年7月,南投縣,住,64533,234545727,3634.51
2023年7月,南投縣,行,420514,532100914,1265.36
2023年7月,南投縣,文教康樂,327601,466013316,1422.5
2023年7月,南投縣,百貨,553653,642509108,1160.49
2023年7月,南投縣,其他,342217,956629242,2795.39
2023年7月,雲林縣,食,751338,359231010,478.12
2023年7月,雲林縣,衣,61910,159333393,2573.63
2023年7月,雲林縣,住,85545,291551081,3408.16
2023年7月,雲林縣,行,577441,745952798,1291.83
2023年7月,雲林縣,文教康樂,349325,558145693,1597.78
2023年7月,雲林縣,百貨,689141,826260829,1198.97
2023年7月,雲林縣,其他,431259,1217894508,2824.04
2023年7月,嘉義縣,食,532860,251236705,471.49
2023年7月,嘉義縣,衣,41363,103480193,2501.76
2023年7月,嘉義縣,住,57621,198412669,3443.41
2023年7月,嘉義縣,行,423346,546562554,1291.05
2023年7月,嘉義縣,文教康樂,247826,400894321,1617.64
2023年7月,嘉義縣,百貨,516671,629573358,1218.52
2023年7月,嘉義縣,其他,312213,858315463,2749.13
2023年7月,嘉義市,食,551914,270165628,489.51
2023年7月,嘉義市,衣,38123,111768692,2931.79
2023年7月,嘉義市,住,57880,213826444,3694.31
2023年7月,嘉義市,行,318867,415127282,1301.88
2023年7月,嘉義市,文教康樂,209000,414556910,1983.53
2023年7月,嘉義市,百貨,514147,671807096,1306.64
2023年7月,嘉義市,其他,285237,815180369,2857.91
2023年7月,臺南市,食,3961790,1899128056,479.36
2023年7月,臺南市,衣,258465,683873269,2645.9
2023年7月,臺南市,住,438636,1521207318,3468.04
2023年7月,臺南市,行,2300656,2793600152,1214.26
2023年7月,臺南市,文教康樂,1562237,2877097887,1841.65
2023年7月,臺南市,百貨,3726118,4748097920,1274.27
2023年7月,臺南市,其他,2118466,5688966648,2685.42
2023年7月,高雄市,食,6427460,3354871013,521.96
2023年7月,高雄市,衣,388518,1087458856,2798.99
2023年7月,高雄市,住,660403,2301831789,3485.5
2023年7月,高雄市,行,3470284,3933398620,1133.45
2023年7月,高雄市,文教康樂,2534525,4389242179,1731.78
2023年7月,高雄市,百貨,5918689,7592230586,1282.76
2023年7月,高雄市,其他,3155953,9141336369,2896.54
2023年7月,屏東縣,食,922178,457427120,496.03
2023年7月,屏東縣,衣,67711,162713441,2403.06
2023年7月,屏東縣,住,109541,374928403,3422.72
2023年7月,屏東縣,行,686111,775429416,1130.18
2023年7月,屏東縣,文教康樂,433206,689362676,1591.3
2023年7月,屏東縣,百貨,927019,1136763336,1226.26
2023年7月,屏東縣,其他,578966,1725073498,2979.58
2023年7月,基隆市,食,886019,421669489,475.91
2023年7月,基隆市,衣,60211,159826819,2654.45
2023年7月,基隆市,住,74879,288617398,3854.45
2023年7月,基隆市,行,474586,497181839,1047.61
2023年7月,基隆市,文教康樂,366676,594443223,1621.17
2023年7月,基隆市,百貨,789554,851113024,1077.97
2023年7月,基隆市,其他,469825,1129420672,2403.92
2023年7月,宜蘭縣,食,713869,329965713,462.22
2023年7月,宜蘭縣,衣,50507,137373868,2719.9
2023年7月,宜蘭縣,住,76436,283123536,3704.06
2023年7月,宜蘭縣,行,424331,484373644,1141.5
2023年7月,宜蘭縣,文教康樂,318170,521501801,1639.07
2023年7月,宜蘭縣,百貨,695319,769525122,1106.72
2023年7月,宜蘭縣,其他,385193,1087936753,2824.39
2023年7月,花蓮縣,食,495220,268319330,541.82
2023年7月,花蓮縣,衣,32157,78312497,2435.32
2023年7月,花蓮縣,住,51284,201104860,3921.4
2023年7月,花蓮縣,行,300883,323612223,1075.54
2023年7月,花蓮縣,文教康樂,211285,326210750,1543.94
2023年7月,花蓮縣,百貨,442237,508195315,1149.15
2023年7月,花蓮縣,其他,251302,685352558,2727.21
2023年7月,臺東縣,食,243321,117558926,483.14
2023年7月,臺東縣,衣,18854,43519536,2308.24
2023年7月,臺東縣,住,26311,103486866,3933.22
2023年7月,臺東縣,行,167388,175203594,1046.69
2023年7月,臺東縣,文教康樂,109554,165456986,1510.28
2023年7月,臺東縣,百貨,218753,249040992,1138.46
2023年7月,臺東縣,其他,121788,358468030,2943.38
2023年7月,澎湖縣,食,107437,47270210,439.98
2023年7月,澎湖縣,衣,8512,22588754,2653.75
2023年7月,澎湖縣,住,13397,51190655,3821.05
2023年7月,澎湖縣,行,68760,93326877,1357.28
2023年7月,澎湖縣,文教康樂,55135,83759157,1519.16
2023年7月,澎湖縣,百貨,109402,113620465,1038.56
2023年7月,澎湖縣,其他,53897,143798999,2668.03
2023年7月,金門縣,食,94551,47735896,504.87
2023年7月,金門縣,衣,6858,15562948,2269.31
2023年7月,金門縣,住,11437,42444379,3711.15
2023年7月,金門縣,行,51338,82178583,1600.74
2023年7月,金門縣,文教康樂,46839,68781137,1468.46
2023年7月,金門縣,百貨,115200,116364508,1010.11
2023年7月,金門縣,其他,45036,112090299,2488.9
2023年7月,連江縣,食,15978,8007866,501.18
2023年7月,連江縣,衣,1193,2751390,2306.28
2023年7月,連江縣,住,1905,5546071,2911.32
2023年7月,連江縣,行,9401,13884150,1476.88
2023年7月,連江縣,文教康樂,8592,14418826,1678.17
2023年7月,連江縣,百貨,14998,15802221,1053.62
2023年7月,連江縣,其他,8272,20298225,2453.85
2023年8月,臺北市,食,13224427,7891977366,596.77
2023年8月,臺北市,衣,630393,2643164724,4192.88
2023年8月,臺北市,住,921037,4558867347,4949.71
2023年8月,臺北市,行,5421375,5921019331,1092.16
2023年8月,臺北市,文教康樂,4419132,12290519637,2781.21
2023年8月,臺北市,百貨,9699000,12876601180,1327.62
2023年8月,臺北市,其他,4677447,14441159095,3087.4
2023年8月,新北市,食,15075972,7518533583,498.71
2023年8月,新北市,衣,786498,2241214335,2849.61
2023年8月,新北市,住,1185991,4145777415,3495.62
2023年8月,新北市,行,6526118,6776983223,1038.44
2023年8月,新北市,文教康樂,5456277,12499737713,2290.89
2023年8月,新北市,百貨,12651838,14789582471,1168.97
2023年8月,新北市,其他,6205154,16607633813,2676.43
2023年8月,桃園市,食,6885518,3301779349,479.53
2023年8月,桃園市,衣,347101,967220606,2786.57
2023年8月,桃園市,住,574319,1954350583,3402.9
2023年8月,桃園市,行,3303290,3864228798,1169.81
2023年8月,桃園市,文教康樂,2867868,5345869257,1864.06
2023年8月,桃園市,百貨,5536938,7335778698,1324.88
2023年8月,桃園市,其他,2969079,7721862608,2600.76
2023年8月,新竹縣,食,1979878,1046493857,528.56
2023年8月,新竹縣,衣,93952,307243907,3270.22
2023年8月,新竹縣,住,164873,656009399,3978.88
2023年8月,新竹縣,行,925155,1139901705,1232.12
2023年8月,新竹縣,文教康樂,1090472,1737318620,1593.18
2023年8月,新竹縣,百貨,1538200,2021973213,1314.51
2023年8月,新竹縣,其他,840128,2183831631,2599.4
2023年8月,新竹市,食,1884981,971397201,515.34
2023年8月,新竹市,衣,86299,276340570,3202.13
2023年8月,新竹市,住,154057,638748022,4146.18
2023年8月,新竹市,行,792817,976335962,1231.48
2023年8月,新竹市,文教康樂,648309,1783354897,2750.78
2023年8月,新竹市,百貨,1505018,1986611903,1319.99
2023年8月,新竹市,其他,764892,1921996745,2512.77
2023年8月,苗栗縣,食,965823,459683298,475.95
2023年8月,苗栗縣,衣,59109,170485396,2884.25
2023年8月,苗栗縣,住,94761,323293945,3411.68
2023年8月,苗栗縣,行,605277,673667370,1112.99
2023年8月,苗栗縣,文教康樂,411805,792613687,1924.73
2023年8月,苗栗縣,百貨,829407,1027761005,1239.15
2023年8月,苗栗縣,其他,500479,1231210162,2460.06
2023年8月,臺中市,食,8778912,4689640479,534.19
2023年8月,臺中市,衣,475354,1446144372,3042.25
2023年8月,臺中市,住,756290,2623777871,3469.27
2023年8月,臺中市,行,4347288,5046990559,1160.95
2023年8月,臺中市,文教康樂,3116439,7731580561,2480.9
2023年8月,臺中市,百貨,7137132,9161030513,1283.57
2023年8月,臺中市,其他,3586965,10462827557,2916.9
2023年8月,彰化縣,食,1918263,967036924,504.12
2023年8月,彰化縣,衣,140012,362358648,2588.05
2023年8月,彰化縣,住,193247,602067876,3115.54
2023年8月,彰化縣,行,1232072,1482042292,1202.89
2023年8月,彰化縣,文教康樂,788988,1762046893,2233.3
2023年8月,彰化縣,百貨,1738679,2160049352,1242.35
2023年8月,彰化縣,其他,983993,2763754388,2808.71
